"давай перезагружай пожалуйста",1
"можешь давай перезагружай",1
"нужно давай перезагружай",1
"так, давай давай перезагружай",1
"слушай, давай перезагружай",1
"перезагрузи машину",1
"перезагрузи машину пожалуйста",1
"можешь перезагрузи машину",1
"нужно перезагрузи машину",1
"так, давай перезагрузи машину",1
"слушай, перезагрузи машину",1
"ребут",1
"ребут пожалуйста",1
"можешь ребут",1
"нужно ребут",1
"так, давай ребут",1
"слушай, ребут",1
"ребутни комп",1
"ребутни комп пожалуйста",1
"можешь ребутни комп",1
"нужно ребутни комп",1
"так, давай ребутни комп",1
"слушай, ребутни комп",1
"перезапуск",1
"перезапуск пожалуйста",1
"можешь перезапуск",1
"нужно перезапуск",1
"так, давай перезапуск",1
"слушай, перезапуск",1
"заблокируй компьютер",2
"заблокируй компьютер пожалуйста",2
"можешь заблокируй компьютер",2
"нужно заблокируй компьютер",2
"так, давай заблокируй компьютер",2
"слушай, заблокируй компьютер",2
"спящий режим",2
"спящий режим пожалуйста",2
"можешь спящий режим",2
"нужно спящий режим",2
"так, давай спящий режим",2
"слушай, спящий режим",2
"перейди в спящий режим",2
"перейди в спящий режим пожалуйста",2
"можешь перейди в спящий режим",2
"нужно перейди в спящий режим",2
"так, давай перейди в спящий режим",2
"слушай, перейди в спящий режим",2
"заблокируй экран",2
"заблокируй экран пожалуйста",2
"можешь заблокируй экран",2
"нужно заблокируй экран",2
"так, давай заблокируй экран",2
"слушай, заблокируй экран",2
"усни",2
"усни пожалуйста",2
"можешь усни",2
"нужно усни",2
"так, давай усни",2
"слушай, усни",2
"заблокируй сеанс",2
"заблокируй сеанс пожалуйста",2
"можешь заблокируй сеанс",2
"нужно заблокируй сеанс",2
"так, давай заблокируй сеанс",2
"слушай, заблокируй сеанс",2
"спать",2
"спать пожалуйста",2
"можешь спать",2
"нужно спать",2
"так, давай спать",2
"слушай, спать",2
"отправь комп в сон",2
"отправь комп в сон пожалуйста",2
"можешь отправь комп в сон",2
"нужно отправь комп в сон",2
"так, давай отправь комп в сон",2
"слушай, отправь комп в сон",2
"режим сна",2
"режим сна пожалуйста",2
"можешь режим сна",2
"нужно режим сна",2
"так, давай режим сна",2
"слушай, режим сна",2
"заблокировать",2
"заблокировать пожалуйста",2
"можешь заблокировать",2
"нужно заблокировать",2
"так, давай заблокировать",2
"слушай, заблокировать",2
"залочить экран",2
"залочить экран пожалуйста",2
"можешь залочить экран",2
"нужно залочить экран",2
"так, давай залочить экран",2
"слушай, залочить экран",2
"гибернация",3
"гибернация пожалуйста",3
"можешь гибернация",3
"нужно гибернация",3
"так, давай гибернация",3
"слушай, гибернация",3
"режим гибернации",3
"режим гибернации пожалуйста",3
"можешь режим гибернации",3
"нужно режим гибернации",3
"так, давай режим гибернации",3
"слушай, режим гибернации",3
"перейди в гибернацию",3
"перейди в гибернацию пожалуйста",3
"можешь перейди в гибернацию",3
"нужно перейди в гибернацию",3
"так, давай перейди в гибернацию",3
"слушай, перейди в гибернацию",3
"отправь в гибернацию",3
"отправь в гибернацию пожалуйста",3
"можешь отправь в гибернацию",3
"нужно отправь в гибернацию",3
"так, давай отправь в гибернацию",3
"слушай, отправь в гибернацию",3
"глубокий сон",3
"глубокий сон пожалуйста",3
"можешь глубокий сон",3
"нужно глубокий сон",3
"так, давай глубокий сон",3
"слушай, глубокий сон",3
"выйти из системы",4
"выйти из системы пожалуйста",4
"можешь выйти из системы",4
"нужно выйти из системы",4
"так, давай выйти из системы",4
"слушай, выйти из системы",4
"сменить пользователя",4
"сменить пользователя пожалуйста",4
"можешь сменить пользователя",4
"нужно сменить пользователя",4
"так, давай сменить пользователя",4
"слушай, сменить пользователя",4
"выйти из аккаунта",4
"выйти из аккаунта пожалуйста",4
"можешь выйти из аккаунта",4
"нужно выйти из аккаунта",4
"так, давай выйти из аккаунта",4
"слушай, выйти из аккаунта",4
"завершить сеанс",4
"завершить сеанс пожалуйста",4
"можешь завершить сеанс",4
"нужно завершить сеанс",4
"так, давай завершить сеанс",4
"слушай, завершить сеанс",4
"логаут",4
"логаут пожалуйста",4
"можешь логаут",4
"нужно логаут",4
"так, давай логаут",4
"слушай, логаут",4
"сделай скриншот",5
"сделай скриншот пожалуйста",5
"можешь сделай скриншот",5
"нужно сделай скриншот",5
"так, давай сделай скриншот",5
"слушай, сделай скриншот",5
"скриншот экрана",5
"скриншот экрана пожалуйста",5
"можешь скриншот экрана",5
"нужно скриншот экрана",5
"так, давай скриншот экрана",5
"слушай, скриншот экрана",5
"сфотографируй экран",5
"сфотографируй экран пожалуйста",5
"можешь сфотографируй экран",5
"нужно сфотографируй экран",5
"так, давай сфотографируй экран",5
"слушай, сфотографируй экран",5
"захват экрана",5
"захват экрана пожалуйста",5
"можешь захват экрана",5
"нужно захват экрана",5
"так, давай захват экрана",5
"слушай, захват экрана",5
"сделай снимок экрана",5
"сделай снимок экрана пожалуйста",5
"можешь сделай снимок экрана",5
"нужно сделай снимок экрана",5
"так, давай сделай снимок экрана",5
"слушай, сделай снимок экрана",5
"принтскрин",5
"принтскрин пожалуйста",5
"можешь принтскрин",5
"нужно принтскрин",5
"так, давай принтскрин",5
"слушай, принтскрин",5
"открой браузер",10
"открой браузер пожалуйста",10
"можешь открой браузер",10
"нужно открой браузер",10
"так, давай открой браузер",10
"слушай, открой браузер",10
"запусти браузер",10
"запусти браузер пожалуйста",10
"можешь запусти браузер",10
"нужно запусти браузер",10
"так, давай запусти браузер",10
"слушай, запусти браузер",10
"дай интернет",10
"дай интернет пожалуйста",10
"можешь дай интернет",10
"нужно дай интернет",10
"так, давай дай интернет",10
"слушай, дай интернет",10
"открой интернет",10
"открой интернет пожалуйста",10
"можешь открой интернет",10
"нужно открой интернет",10
"так, давай открой интернет",10
"слушай, открой интернет",10
"мне нужен интернет",10
"мне нужен интернет пожалуйста",10
"можешь мне нужен интернет",10
"нужно мне нужен интернет",10
"так, давай мне нужен интернет",10
"слушай, мне нужен интернет",10
"запусти хром",10
"запусти хром пожалуйста",10
"можешь запусти хром",10
"нужно запусти хром",10
"так, давай запусти хром",10
"слушай, запусти хром",10
"открой гугл",10
"открой гугл пожалуйста",10
"можешь открой гугл",10
"нужно открой гугл",10
"так, давай открой гугл",10
"слушай, открой гугл",10
"открой яндекс",10
"открой яндекс пожалуйста",10
"можешь открой яндекс",10
"нужно открой яндекс",10
"так, давай открой яндекс",10
"слушай, открой яндекс",10
"хочу в интернет",10
"хочу в интернет пожалуйста",10
"можешь хочу в интернет",10
"нужно хочу в интернет",10
"так, давай хочу в интернет",10
"слушай, хочу в интернет",10
"интернет пожалуйста",10
"интернет пожалуйста пожалуйста",10
"можешь интернет пожалуйста",10
"нужно интернет пожалуйста",10
"так, давай интернет пожалуйста",10
"слушай, интернет пожалуйста",10
"веб-браузер",10
"веб-браузер пожалуйста",10
"можешь веб-браузер",10
"нужно веб-браузер",10
"так, давай веб-браузер",10
"слушай, веб-браузер",10
"открой мне веб",10
"открой мне веб пожалуйста",10
"можешь открой мне веб",10
"нужно открой мне веб",10
"так, давай открой мне веб",10
"слушай, открой мне веб",10
"закрой браузер",11
"закрой браузер пожалуйста",11
"можешь закрой браузер",11
"нужно закрой браузер",11
"так, давай закрой браузер",11
"слушай, закрой браузер",11
"выключи интернет",11
"выключи интернет пожалуйста",11
"можешь выключи интернет",11
"нужно выключи интернет",11
"так, давай выключи интернет",11
"слушай, выключи интернет",11
"закрой хром",11
"закрой хром пожалуйста",11
"можешь закрой хром",11
"нужно закрой хром",11
"так, давай закрой хром",11
"слушай, закрой хром",11
"закрой все вкладки",11
"закрой все вкладки пожалуйста",11
"можешь закрой все вкладки",11
"нужно закрой все вкладки",11
"так, давай закрой все вкладки",11
"слушай, закрой все вкладки",11
"убей браузер",11
"убей браузер пожалуйста",11
"можешь убей браузер",11
"нужно убей браузер",11
"так, давай убей браузер",11
"слушай, убей браузер",11
"открой проводник",12
"открой проводник пожалуйста",12
"можешь открой проводник",12
"нужно открой проводник",12
"так, давай открой проводник",12
"слушай, открой проводник",12
"файловый менеджер",12
"файловый менеджер пожалуйста",12
"можешь файловый менеджер",12
"нужно файловый менеджер",12
"так, давай файловый менеджер",12
"слушай, файловый менеджер",12
"открой мои файлы",12
"открой мои файлы пожалуйста",12
"можешь открой мои файлы",12
"нужно открой мои файлы",12
"так, давай открой мои файлы",12
"слушай, открой мои файлы",12
"покажи файлы",12
"покажи файлы пожалуйста",12
"можешь покажи файлы",12
"нужно покажи файлы",12
"так, давай покажи файлы",12
"слушай, покажи файлы",12
"открой этот компьютер",12
"открой этот компьютер пожалуйста",12
"можешь открой этот компьютер",12
"нужно открой этот компьютер",12
"так, давай открой этот компьютер",12
"слушай, открой этот компьютер",12
"проводник",12
"проводник пожалуйста",12
"можешь проводник",12
"нужно проводник",12
"так, давай проводник",12
"слушай, проводник",12
"закрой проводник",13
"закрой проводник пожалуйста",13
"можешь закрой проводник",13
"нужно закрой проводник",13
"так, давай закрой проводник",13
"слушай, закрой проводник",13
"закрой файловый менеджер",13
"закрой файловый менеджер пожалуйста",13
"можешь закрой файловый менеджер",13
"нужно закрой файловый менеджер",13
"так, давай закрой файловый менеджер",13
"слушай, закрой файловый менеджер",13
"закрой окно с файлами",13
"закрой окно с файлами пожалуйста",13
"можешь закрой окно с файлами",13
"нужно закрой окно с файлами",13
"так, давай закрой окно с файлами",13
"слушай, закрой окно с файлами",13
"открой блокнот",14
"открой блокнот пожалуйста",14
"можешь открой блокнот",14
"нужно открой блокнот",14
"так, давай открой блокнот",14
"слушай, открой блокнот",14
"создай текстовый документ",14
"создай текстовый документ пожалуйста",14
"можешь создай текстовый документ",14
"нужно создай текстовый документ",14
"так, давай создай текстовый документ",14
"слушай, создай текстовый документ",14
"запусти текстовый редактор",14
"запусти текстовый редактор пожалуйста",14
"можешь запусти текстовый редактор",14
"нужно запусти текстовый редактор",14
"так, давай запусти текстовый редактор",14
"слушай, запусти текстовый редактор",14
"новый файл",14
"новый файл пожалуйста",14
"можешь новый файл",14
"нужно новый файл",14
"так, давай новый файл",14
"слушай, новый файл",14
"запиши",14
"запиши пожалуйста",14
"можешь запиши",14
"нужно запиши",14
"так, давай запиши",14
"слушай, запиши",14
"закрой блокнот",15
"закрой блокнот пожалуйста",15
"можешь закрой блокнот",15
"нужно закрой блокнот",15
"так, давай закрой блокнот",15
"слушай, закрой блокнот",15
"закрой текстовый редактор",15
"закрой текстовый редактор пожалуйста",15
"можешь закрой текстовый редактор",15
"нужно закрой текстовый редактор",15
"так, давай закрой текстовый редактор",15
"слушай, закрой текстовый редактор",15
"открой калькулятор",16
"открой калькулятор пожалуйста",16
"можешь открой калькулятор",16
"нужно открой калькулятор",16
"так, давай открой калькулятор",16
"слушай, открой калькулятор",16
"посчитай",16
"посчитай пожалуйста",16
"можешь посчитай",16
"нужно посчитай",16
"так, давай посчитай",16
"слушай, посчитай",16
"запусти калькулятор",16
"запусти калькулятор пожалуйста",16
"можешь запусти калькулятор",16
"нужно запусти калькулятор",16
"так, давай запусти калькулятор",16
"слушай, запусти калькулятор",16
"мне нужен калькулятор",16
"мне нужен калькулятор пожалуйста",16
"можешь мне нужен калькулятор",16
"нужно мне нужен калькулятор",16
"так, давай мне нужен калькулятор",16
"слушай, мне нужен калькулятор",16
"закрой калькулятор",17
"закрой калькулятор пожалуйста",17
"можешь закрой калькулятор",17
"нужно закрой калькулятор",17
"так, давай закрой калькулятор",17
"слушай, закрой калькулятор",17
"открой терминал",18
"открой терминал пожалуйста",18
"можешь открой терминал",18
"нужно открой терминал",18
"так, давай открой терминал",18
"слушай, открой терминал",18
"командная строка",18
"командная строка пожалуйста",18
"можешь командная строка",18
"нужно командная строка",18
"так, давай командная строка",18
"слушай, командная строка",18
"запусти консоль",18
"запусти консоль пожалуйста",18
"можешь запусти консоль",18
"нужно запусти консоль",18
"так, давай запусти консоль",18
"слушай, запусти консоль",18
"терминал",18
"терминал пожалуйста",18
"можешь терминал",18
"нужно терминал",18
"так, давай терминал",18
"слушай, терминал",18
"консоль",18
"консоль пожалуйста",18
"можешь консоль",18
"нужно консоль",18
"так, давай консоль",18
"слушай, консоль",18
"закрой терминал",19
"закрой терминал пожалуйста",19
"можешь закрой терминал",19
"нужно закрой терминал",19
"так, давай закрой терминал",19
"слушай, закрой терминал",19
"закрой консоль",19
"закрой консоль пожалуйста",19
"можешь закрой консоль",19
"нужно закрой консоль",19
"так, давай закрой консоль",19
"слушай, закрой консоль",19
"открой диспетчер задач",20
"открой диспетчер задач пожалуйста",20
"можешь открой диспетчер задач",20
"нужно открой диспетчер задач",20
"так, давай открой диспетчер задач",20
"слушай, открой диспетчер задач",20
"покажи процессы",20
"покажи процессы пожалуйста",20
"можешь покажи процессы",20
"нужно покажи процессы",20
"так, давай покажи процессы",20
"слушай, покажи процессы",20
"запущенные приложения",20
"запущенные приложения пожалуйста",20
"можешь запущенные приложения",20
"нужно запущенные приложения",20
"так, давай запущенные приложения",20
"слушай, запущенные приложения",20
"диспетчер задач",20
"диспетчер задач пожалуйста",20
"можешь диспетчер задач",20
"нужно диспетчер задач",20
"так, давай диспетчер задач",20
"слушай, диспетчер задач",20
"закрой диспетчер задач",21
"закрой диспетчер задач пожалуйста",21
"можешь закрой диспетчер задач",21
"нужно закрой диспетчер задач",21
"так, давай закрой диспетчер задач",21
"слушай, закрой диспетчер задач",21
"открой настройки",22
"открой настройки пожалуйста",22
"можешь открой настройки",22
"нужно открой настройки",22
"так, давай открой настройки",22
"слушай, открой настройки",22
"панель управления",22
"панель управления пожалуйста",22
"можешь панель управления",22
"нужно панель управления",22
"так, давай панель управления",22
"слушай, панель управления",22
"настройки системы",22
"настройки системы пожалуйста",22
"можешь настройки системы",22
"нужно настройки системы",22
"так, давай настройки системы",22
"слушай, настройки системы",22
"изменить настройки",22
"изменить настройки пожалуйста",22
"можешь изменить настройки",22
"нужно изменить настройки",22
"так, давай изменить настройки",22
"слушай, изменить настройки",22
"закрой настройки",23
"закрой настройки пожалуйста",23
"можешь закрой настройки",23
"нужно закрой настройки",23
"так, давай закрой настройки",23
"слушай, закрой настройки",23
"закрой панель управления",23
"закрой панель управления пожалуйста",23
"можешь закрой панель управления",23
"нужно закрой панель управления",23
"так, давай закрой панель управления",23
"слушай, закрой панель управления",23
"включи музыку",30
"включи музыку пожалуйста",30
"можешь включи музыку",30
"нужно включи музыку",30
"так, давай включи музыку",30
"слушай, включи музыку",30
"хочу послушать музыку",30
"хочу послушать музыку пожалуйста",30
"можешь хочу послушать музыку",30
"нужно хочу послушать музыку",30
"так, давай хочу послушать музыку",30
"слушай, хочу послушать музыку",30
"запусти плеер",30
"запусти плеер пожалуйста",30
"можешь запусти плеер",30
"нужно запусти плеер",30
"так, давай запусти плеер",30
"слушай, запусти плеер",30
"давай музыку",30
"давай музыку пожалуйста",30
"можешь давай музыку",30
"нужно давай музыку",30
"так, давай давай музыку",30
"слушай, давай музыку",30
"музыка",30
"музыка пожалуйста",30
"можешь музыка",30
"нужно музыка",30
"так, давай музыка",30
"слушай, музыка",30
"играть музыку",30
"играть музыку пожалуйста",30
"можешь играть музыку",30
"нужно играть музыку",30
"так, давай играть музыку",30
"слушай, играть музыку",30
"плей",30
"плей пожалуйста",30
"можешь плей",30
"нужно плей",30
"так, давай плей",30
"слушай, плей",30
"включи трек",30
"включи трек пожалуйста",30
"можешь включи трек",30
"нужно включи трек",30
"так, давай включи трек",30
"слушай, включи трек",30
"запусти музло",30
"запусти музло пожалуйста",30
"можешь запусти музло",30
"нужно запусти музло",30
"так, давай запусти музло",30
"слушай, запусти музло",30
"хочу музон",30
"хочу музон пожалуйста",30
"можешь хочу музон",30
"нужно хочу музон",30
"так, давай хочу музон",30
"слушай, хочу музон",30
"воспроизведи музыку",30
"воспроизведи музыку пожалуйста",30
"можешь воспроизведи музыку",30
"нужно воспроизведи музыку",30
"так, давай воспроизведи музыку",30
"слушай, воспроизведи музыку",30
"выключи музыку",31
"выключи музыку пожалуйста",31
"можешь выключи музыку",31
"нужно выключи музыку",31
"так, давай выключи музыку",31
"слушай, выключи музыку",31
"стоп музыка",31
"стоп музыка пожалуйста",31
"можешь стоп музыка",31
"нужно стоп музыка",31
"так, давай стоп музыка",31
"слушай, стоп музыка",31
"останови плеер",31
"останови плеер пожалуйста",31
"можешь останови плеер",31
"нужно останови плеер",31
"так, давай останови плеер",31
"слушай, останови плеер",31
"пауза",31
"пауза пожалуйста",31
"можешь пауза",31
"нужно пауза",31
"так, давай пауза",31
"слушай, пауза",31
"поставь на паузу",31
"поставь на паузу пожалуйста",31
"можешь поставь на паузу",31
"нужно поставь на паузу",31
"так, давай поставь на паузу",31
"слушай, поставь на паузу",31
"следующий трек",32
"следующий трек пожалуйста",32
"можешь следующий трек",32
"нужно следующий трек",32
"так, давай следующий трек",32
"слушай, следующий трек",32
"дальше",32
"дальше пожалуйста",32
"можешь дальше",32
"нужно дальше",32
"так, давай дальше",32
"слушай, дальше",32
"пропусти трек",32
"пропусти трек пожалуйста",32
"можешь пропусти трек",32
"нужно пропусти трек",32
"так, давай пропусти трек",32
"слушай, пропусти трек",32
"следующая песня",32
"следующая песня пожалуйста",32
"можешь следующая песня",32
"нужно следующая песня",32
"так, давай следующая песня",32
"слушай, следующая песня",32
"некст",32
"некст пожалуйста",32
"можешь некст",32
"нужно некст",32
"так, давай некст",32
"слушай, некст",32
"предыдущий трек",33
"предыдущий трек пожалуйста",33
"можешь предыдущий трек",33
"нужно предыдущий трек",33
"так, давай предыдущий трек",33
"слушай, предыдущий трек",33
"назад",33
"назад пожалуйста",33
"можешь назад",33
"нужно назад",33
"так, давай назад",33
"слушай, назад",33
"прошлый трек",33
"прошлый трек пожалуйста",33
"можешь прошлый трек",33
"нужно прошлый трек",33
"так, давай прошлый трек",33
"слушай, прошлый трек",33
"предыдущая песня",33
"предыдущая песня пожалуйста",33
"можешь предыдущая песня",33
"нужно предыдущая песня",33
"так, давай предыдущая песня",33
"слушай, предыдущая песня",33
"прев",33
"прев пожалуйста",33
"можешь прев",33
"нужно прев",33
"так, давай прев",33
"слушай, прев",33
"сделай громче",34
"сделай громче пожалуйста",34
"можешь сделай громче",34
"нужно сделай громче",34
"так, давай сделай громче",34
"слушай, сделай громче",34
"увеличь громкость",34
"увеличь громкость пожалуйста",34
"можешь увеличь громкость",34
"нужно увеличь громкость",34
"так, давай увеличь громкость",34
"слушай, увеличь громкость",34
"громкость вверх",34
"громкость вверх пожалуйста",34
"можешь громкость вверх",34
"нужно громкость вверх",34
"так, давай громкость вверх",34
"слушай, громкость вверх",34
"громче",34
"громче пожалуйста",34
"можешь громче",34
"нужно громче",34
"так, давай громче",34
"слушай, громче",34
"сделай тише",35
"сделай тише пожалуйста",35
"можешь сделай тише",35
"нужно сделай тише",35
"так, давай сделай тише",35
"слушай, сделай тише",35
"уменьши громкость",35
"уменьши громкость пожалуйста",35
"можешь уменьши громкость",35
"нужно уменьши громкость",35
"так, давай уменьши громкость",35
"слушай, уменьши громкость",35
"громкость вниз",35
"громкость вниз пожалуйста",35
"можешь громкость вниз",35
"нужно громкость вниз",35
"так, давай громкость вниз",35
"слушай, громкость вниз",35
"тише",35
"тише пожалуйста",35
"можешь тише",35
"нужно тише",35
"так, давай тише",35
"слушай, тише",35
"выключи звук",36
"выключи звук пожалуйста",36
"можешь выключи звук",36
"нужно выключи звук",36
"так, давай выключи звук",36
"слушай, выключи звук",36
"без звука",36
"без звука пожалуйста",36
"можешь без звука",36
"нужно без звука",36
"так, давай без звука",36
"слушай, без звука",36
"мьют",36
"мьют пожалуйста",36
"можешь мьют",36
"нужно мьют",36
"так, давай мьют",36
"слушай, мьют",36
"заглуши",36
"заглуши пожалуйста",36
"можешь заглуши",36
"нужно заглуши",36
"так, давай заглуши",36
"слушай, заглуши",36
"включи звук",37
"включи звук пожалуйста",37
"можешь включи звук",37
"нужно включи звук",37
"так, давай включи звук",37
"слушай, включи звук",37
"верни звук",37
"верни звук пожалуйста",37
"можешь верни звук",37
"нужно верни звук",37
"так, давай верни звук",37
"слушай, верни звук",37
"анмьют",37
"анмьют пожалуйста",37
"можешь анмьют",37
"нужно анмьют",37
"так, давай анмьют",37
"слушай, анмьют",37
"размьют",37
"размьют пожалуйста",37
"можешь размьют",37
"нужно размьют",37
"так, давай размьют",37
"слушай, размьют",37
"найди в интернете",40
"найди в интернете пожалуйста",40
"можешь найди в интернете",40
"нужно найди в интернете",40
"так, давай найди в интернете",40
"слушай, найди в интернете",40
"поищи в гугле",40
"поищи в гугле пожалуйста",40
"можешь поищи в гугле",40
"нужно поищи в гугле",40
"так, давай поищи в гугле",40
"слушай, поищи в гугле",40
"что такое",40
"что такое пожалуйста",40
"можешь что такое",40
"нужно что такое",40
"так, давай что такое",40
"слушай, что такое",40
"поиск",40
"поиск пожалуйста",40
"можешь поиск",40
"нужно поиск",40
"так, давай поиск",40
"слушай, поиск",40
"загугли",40
"загугли пожалуйста",40
"можешь загугли",40
"нужно загугли",40
"так, давай загугли",40
"слушай, загугли",40
"какая погода",41
"какая погода пожалуйста",41
"можешь какая погода",41
"нужно какая погода",41
"так, давай какая погода",41
"слушай, какая погода",41
"прогноз погоды",41
"прогноз погоды пожалуйста",41
"можешь прогноз погоды",41
"нужно прогноз погоды",41
"так, давай прогноз погоды",41
"слушай, прогноз погоды",41
"погода на сегодня",41
"погода на сегодня пожалуйста",41
"можешь погода на сегодня",41
"нужно погода на сегодня",41
"так, давай погода на сегодня",41
"слушай, погода на сегодня",41
"сколько градусов за окном",41
"сколько градусов за окном пожалуйста",41
"можешь сколько градусов за окном",41
"нужно сколько градусов за окном",41
"так, давай сколько градусов за окном",41
"слушай, сколько градусов за окном",41
"который час",42
"который час пожалуйста",42
"можешь который час",42
"нужно который час",42
"так, давай который час",42
"слушай, который час",42
"сколько времени",42
"сколько времени пожалуйста",42
"можешь сколько времени",42
"нужно сколько времени",42
"так, давай сколько времени",42
"слушай, сколько времени",42
"текущее время",42
"текущее время пожалуйста",42
"можешь текущее время",42
"нужно текущее время",42
"так, давай текущее время",42
"слушай, текущее время",42
"скажи время",42
"скажи время пожалуйста",42
"можешь скажи время",42
"нужно скажи время",42
"так, давай скажи время",42
"слушай, скажи время",42
"поставь таймер",43
"поставь таймер пожалуйста",43
"можешь поставь таймер",43
"нужно поставь таймер",43
"так, давай поставь таймер",43
"слушай, поставь таймер",43
"таймер на 5 минут",43
"таймер на 5 минут пожалуйста",43
"можешь таймер на 5 минут",43
"нужно таймер на 5 минут",43
"так, давай таймер на 5 минут",43
"слушай, таймер на 5 минут",43
"засеки время",43
"засеки время пожалуйста",43
"можешь засеки время",43
"нужно засеки время",43
"так, давай засеки время",43
"слушай, засеки время",43
"поставь будильник",44
"поставь будильник пожалуйста",44
"можешь поставь будильник",44
"нужно поставь будильник",44
"так, давай поставь будильник",44
"слушай, поставь будильник",44
"разбуди меня в 7 утра",44
"разбуди меня в 7 утра пожалуйста",44
"можешь разбуди меня в 7 утра",44
"нужно разбуди меня в 7 утра",44
"так, давай разбуди меня в 7 утра",44
"слушай, разбуди меня в 7 утра",44
"будильник на завтра",44
"будильник на завтра пожалуйста",44
"можешь будильник на завтра",44
"нужно будильник на завтра",44
"так, давай будильник на завтра",44
"слушай, будильник на завтра",44
"расскажи анекдот",45
"расскажи анекдот пожалуйста",45
"можешь расскажи анекдот",45
"нужно расскажи анекдот",45
"так, давай расскажи анекдот",45
"слушай, расскажи анекдот",45
"пошути",45
"пошути пожалуйста",45
"можешь пошути",45
"нужно пошути",45
"так, давай пошути",45
"слушай, пошути",45
"хочу посмеяться",45
"хочу посмеяться пожалуйста",45
"можешь хочу посмеяться",45
"нужно хочу посмеяться",45
"так, давай хочу посмеяться",45
"слушай, хочу посмеяться",45
"анекдот",45
"анекдот пожалуйста",45
"можешь анекдот",45
"нужно анекдот",45
"так, давай анекдот",45
"слушай, анекдот",45
"открой папку документы",50
"открой папку документы пожалуйста",50
"можешь открой папку документы",50
"нужно открой папку документы",50
"так, давай открой папку документы",50
"слушай, открой папку документы",50
"перейди в загрузки",50
"перейди в загрузки пожалуйста",50
"можешь перейди в загрузки",50
"нужно перейди в загрузки",50
"так, давай перейди в загрузки",50
"слушай, перейди в загрузки",50
"открой папку с картинками",50
"открой папку с картинками пожалуйста",50
"можешь открой папку с картинками",50
"нужно открой папку с картинками",50
"так, давай открой папку с картинками",50
"слушай, открой папку с картинками",50
"покажи рабочий стол",50
"покажи рабочий стол пожалуйста",50
"можешь покажи рабочий стол",50
"нужно покажи рабочий стол",50
"так, давай покажи рабочий стол",50
"слушай, покажи рабочий стол",50
"создай новую папку",51
"создай новую папку пожалуйста",51
"можешь создай новую папку",51
"нужно создай новую папку",51
"так, давай создай новую папку",51
"слушай, создай новую папку",51
"создай каталог",51
"создай каталог пожалуйста",51
